Subject,Level,Strand,Sub-strand,Description,Code
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Understanding,Systems of language,"Notice and use context-related vocabulary and understand some first elements of grammar to generate language for a range of purposes, including:noticing and using definite and indefinite articles with nounsnoticing that adjectives are used to describe people, objects or places and are usually placed after the noun, for example, la giornata lunga; la torta grande/deliziosaexploring how to use singular and plural formsunderstanding different words for asking questions, for example, Chi?; Quando?; Quanti?identifying people using pronouns, for example, io, tu, lui, leilearning simple verbs to describe actions and using them in formulaic expressions, for example, Mi piace ballare; Ti piace andare al parco?using simple conjunctions such as eresponding to imperatives, for example, Silenzio!; Alzate la mano!using cardinal numbers for dates and agesusing vocabulary for months of the yeardeveloping number knowledge for numbers 0&ndash;50(ACLITU014)",ACLITU014
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Understanding,Systems of language,Understand that language is organised as &lsquo;text&rsquo; that takes different forms and uses different structures and features to achieve its purpose(ACLITU015),ACLITU015
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Understanding,Language variation and change,"Understand that Italian speakers use language differently in different situations and according to cultural norms such as when at home with the family or in the classroom, for example, Mi scusi signor Falcone; Mi dispiace ...(ACLITU016)",ACLITU016
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Understanding,Role of language and culture,"Recognise that all languages, including Italian, change continuously through contact with each other and through changes in society(ACLITU018)",ACLITU018
Italian: Second Language — Pre-primary to Year 10,Year 3 Syllabus,Communicating,Socialising,"Interact and socialise with the teacher and peers, using simple descriptive or expressive modelled language and gestures, to exchange information about friends and family members, for example, Ho due sorelle e un fratello; Mio fratello Carlo ha otto anni; Mio nonno Tom; La mia mamma; Il mio amico Pietro è molto bravo!; Il nonno è simpaticoParticipate in routine exchanges such as asking each other how they are, for example, Buongiorno Signora Rossi, come sta?; Ciao Nicola, come stai? Bene, e tu?; Non sto bene, mi fa male il piede; Buonanotte papà!; A domani, Signorina!; Buonasera signori!(ACLITC020)",ACLITC020
Italian: Second Language — Pre-primary to Year 10,Year 3 Syllabus,Communicating,Socialising,"Participate in class experiences, activities and everyday transactions that involve following instructions, asking questions and making statements, asking for help and permission(ACLITC021) (ACLITC022)",ACLITC021 ACLITC022
Italian: Second Language — Pre-primary to Year 10,Year 3 Syllabus,Communicating,Informing,"Locate specific points of information in a range of short written, spoken, multimodal and digital texts related to their personal worlds(ACLITC024)",ACLITC024
Italian: Second Language — Pre-primary to Year 10,Year 3 Syllabus,Communicating,Informing,"Convey factual information about their personal worlds in simple statements, short descriptions and modelled texts(ACLITC025)",ACLITC025
Italian: Second Language — Pre-primary to Year 10,Year 3 Syllabus,Communicating,Creating,"Participate in and respond to a range of imaginative texts, acting out events, identifying and comparing favourite elements and making simple statements about characters or themes(ACLITC026)",ACLITC026
Italian: Second Language — Pre-primary to Year 10,Year 3 Syllabus,Communicating,Creating,Create and perform short imaginative texts that use familiar expressions and modelled language as well as simple visual supports(ACLITC027),ACLITC027
Italian: Second Language — Pre-primary to Year 10,Year 3 Syllabus,Communicating,Translating,"Translate high-frequency words and expressions in simple texts such as captions, story titles or recurring lines in a story, noticing which ones are difficult to interpret(ACLITC028)",ACLITC028
Italian: Second Language — Pre-primary to Year 10,Year 3 Syllabus,Communicating,Reflecting,Notice what looks or feels similar or different to their own language(s) and culture when interacting in Italian(ACLITC030),ACLITC030
Italian: Second Language — Pre-primary to Year 10,Year 3 Syllabus,Understanding,Systems of language,"Experiment with pronunciation and notice the difference in intonation between statements, exclamations and commands such as Mia sorella si chiama Anita; Uno, due, tre, guardate a me!Recognise some of the rules of spelling and punctuation such as capitalisation rules when writing, including Mamma, Papà Recognise and write high-frequency words and expressions in familiar contexts(ACLITU032)",ACLITU032
Italian: Second Language — Pre-primary to Year 10,Year 3 Syllabus,Understanding,Systems of language,"Notice and use context-related vocabulary and apply elements of grammar in simple spoken and written texts to generate language for a range of purposes, including:identifying gender, singular and plural nouns in the regular form, for example, il quaderno/i quaderni; la mela/le meleobserving gender in patterns of naming, for example, Paolo/Paola, but that Luca, Andrea and Simone are all male names in Italianusing singular and plural, recognising that some singular nouns do not follow the regular masculine/feminine pattern, for example,la mano, il papàusing the definite and indefinite articles and understanding how to specify a particular person or object, for example, la mamma, una mamma; il quaderno, un quaderno; l&rsquo;arancia, un&rsquo; aranciausing cardinal numbers for dates and agesusing adjectives to describe characteristics or qualities of a person or object such as nationality, shape and colour and noticing that they change with gender, for example, Mia nonna è carina; Il mio amico è indonesianousing possessive adjectives with io, tu, lui and lei to express ownership, for example, la mia casa; la tua famiglia; il tuo cappello; mia nonnarecognising suffixes to add nuance, for example, -ino, fratellino, piccolinoBegin to develop a metalanguage in Italian for talking about language, using terms similar to those used in English(ACLITU033)",ACLITU033
